CMS Certification Number,Facility Name,System Affiliation,State,ZIP,Latitude,Longitude,Type of Control,FFY2020 IPPS Discharges to Home,Total Discharges,Total Acute Beds,Total Fixed Assets,HIT Designated Assets,Compliant,IT Prop Assets,Agg Control,Num Hospitals in SA,Num Compliant in SA,coor,Num Hospitals within 5 Miles,Num Compliant Hospitals within 5 Miles,Pct Compliant within Radius,Daily Penalty,Annual Penalty
450890,Baylor Scott & White Medical Center  Plano,"Baylor Scott & White Health - Dallas, TX",TX,75093,33.0144,-96.7911,"Voluntary Nonprofit, Church",1467,6174,160,93548892,0,,0,Nonprofit,28,0,"(33.0144, -96.7911)",12,0,0,1600,584000
450891,Texas Health Center for Diagnostics & Surgery,Not in a System,TX,75093,33.045101,-96.832199,"Proprietary, Corporation",73,546,18,5427786,0,,0,Proprietary,0,1,"(33.045101, -96.832199)",13,0,0,300,109500
450893,Baylor Scott and White The Heart Hospital Denton,Not in a System,TX,76208,33.176701,-97.088203,"Proprietary, Other",184,695,22,32921688,0,,0,Proprietary,0,1,"(33.176701, -97.088203)",3,0,0,300,109500
45090F,Audie L. Murphy Memorial VA Hospital,"Department of Veterans Affairs - Washington, DC",TX,78229,29.5077,-98.579201,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(29.5077, -98.579201)",13,0,0,300,109500
451300,Parmer Medical Center,Not in a System,TX,79035,34.643799,-102.721001,Governmental Hospital District,23,111,25,2383241,0,,0,Governmental,0,1,"(34.643799, -102.721001)",0,0,,300,109500
451301,Reagan Memorial Hospital,Not in a System,TX,76932,31.2031,-101.461998,Governmental Hospital District,0,6,7,36481095,0,,0,Governmental,0,1,"(31.2031, -101.461998)",0,0,,300,109500
451303,Limestone Medical Center,Not in a System,TX,76642,31.532301,-96.529297,Governmental Hospital District,38,152,20,13274128,0,,0,Governmental,0,1,"(31.532301, -96.529297)",0,0,,300,109500
451304,Schleicher County Medical Center,Not in a System,TX,76936,30.8696,-100.589996,"Proprietary, Corporation",16,30,14,410841,0,,0,Proprietary,0,1,"(30.8696, -100.589996)",0,0,,300,109500
451305,CHI Saint Joseph Health Burleson Hospital,"CommonSpirit Health - Englewood, CO",TX,77836,30.5208,-96.7173,"Voluntary Nonprofit, Church",0,79,15,892933,0,,0,Nonprofit,109,0,"(30.5208, -96.7173)",0,0,,300,109500
451306,Kimble Hospital,Not in a System,TX,76849,30.4993,-99.780602,"Proprietary, Corporation",38,101,15,289464,0,,0,Proprietary,0,1,"(30.4993, -99.780602)",0,0,,300,109500
451307,Iraan General Hospital,Not in a System,TX,79744,30.9142,-101.907997,Governmental Hospital District,0,26,14,10828349,0,,0,Governmental,0,1,"(30.9142, -101.907997)",0,0,,300,109500
451308,Yoakum County Hospital,Not in a System,TX,79323,32.968498,-102.835999,"Governmental, County",24,374,24,6675135,0,,0,Governmental,0,1,"(32.968498, -102.835999)",0,0,,300,109500
451309,McCamey County Hospital District,Not in a System,TX,79752,31.1141,-102.211998,Governmental Hospital District,0,61,11,24041556,0,,0,Governmental,0,1,"(31.1141, -102.211998)",0,0,,300,109500
451310,Ballinger Memorial Hospital,Not in a System,TX,76821,31.7498,-99.962303,Governmental Hospital District,37,117,16,3914199,0,,0,Governmental,0,1,"(31.7498, -99.962303)",0,0,,300,109500
451311,Sweeny Community Hospital,Not in a System,TX,77480,29.048201,-95.6912,Governmental Hospital District,16,168,14,5493406,0,,0,Governmental,0,1,"(29.048201, -95.6912)",0,0,,300,109500
451312,Rice Medical Center,Not in a System,TX,77434,29.587999,-96.346001,Governmental Hospital District,37,122,21,864592,0,,0,Governmental,0,1,"(29.587999, -96.346001)",0,0,,300,109500
451313,Fisher County Hospital,Not in a System,TX,79546,32.834,-100.434998,Governmental Hospital District,13,72,12,686479,0,,0,Governmental,0,1,"(32.834, -100.434998)",0,0,,300,109500
451314,Winkler County Memorial Hospital,Not in a System,TX,79745,31.8498,-103.089996,"Governmental, County",20,92,19,11569566,0,,0,Governmental,0,1,"(31.8498, -103.089996)",0,0,,300,109500
451315,North Runnels Hospital District,Not in a System,TX,79567,31.9498,-99.959,Governmental Hospital District,55,86,15,2420807,0,,0,Governmental,0,1,"(31.9498, -99.959)",0,0,,300,109500
451316,CHI St. Joseph Health Madison Hospital,"CommonSpirit Health - Englewood, CO",TX,77864,30.9424,-95.910103,"Voluntary Nonprofit, Church",0,57,15,2514702,0,,0,Nonprofit,109,0,"(30.9424, -95.910103)",0,0,,300,109500
451317,Refugio County Memorial Hospital,Not in a System,TX,78377,28.306499,-97.279404,Governmental Hospital District,19,48,20,11079392,0,,0,Governmental,0,1,"(28.306499, -97.279404)",0,0,,300,109500
451318,Stonewall Memorial Hospital,Not in a System,TX,79502,33.1497,-100.226997,Governmental Hospital District,16,79,20,7768444,0,,0,Governmental,0,1,"(33.1497, -100.226997)",0,0,,300,109500
451319,CHRISTUS Trinity Clinic - Jacksonville,"CHRISTUS Health - Irving, TX",TX,75766,31.937799,-95.249298,"Voluntary Nonprofit, Church",96,805,23,6242220,0,,0,Nonprofit,28,1,"(31.937799, -95.249298)",1,0,0,300,109500
451320,Bayside Community Hospital,Not in a System,TX,77514,29.752701,-94.687202,Governmental Hospital District,17,96,14,8722034,0,,0,Governmental,0,1,"(29.752701, -94.687202)",0,0,,300,109500
451322,CHI St. Joseph Health Grimes Hospital,"CommonSpirit Health - Englewood, CO",TX,77868,30.392599,-96.076897,"Voluntary Nonprofit, Church",0,56,18,457643,0,,0,Nonprofit,109,0,"(30.392599, -96.076897)",0,0,,300,109500
451323,AdventHealth Rollins Brook,"AdventHealth - Altamonte Springs, FL",TX,76550,31.0723,-98.1856,"Voluntary Nonprofit, Church",44,264,25,3390557,416310,,12.3,Nonprofit,33,0,"(31.0723, -98.1856)",0,0,,300,109500
451324,Lillian M. Hudspeth Memorial Hospital,Not in a System,TX,76950,30.563499,-100.635002,Governmental Hospital District,23,62,10,8359649,0,,0,Governmental,0,1,"(30.563499, -100.635002)",0,0,,300,109500
451325,Concho County Hospital,Not in a System,TX,76837,31.2209,-99.847702,Governmental Hospital District,11,37,16,5106944,0,,0,Governmental,0,1,"(31.2209, -99.847702)",0,0,,300,109500
451328,Riceland Medical Center,Not in a System,TX,77665,29.820499,-94.376099,"Proprietary, Corporation",36,286,25,1499222,0,,0,Proprietary,0,1,"(29.820499, -94.376099)",0,0,,300,109500
451329,Rankin County Hospital,Not in a System,TX,79778,31.2335,-101.935997,Governmental Hospital District,0,26,15,20108893,0,,0,Governmental,0,1,"(31.2335, -101.935997)",0,0,,300,109500
451330,Medina Regional Hospital,Not in a System,TX,78861,29.334499,-99.1334,"Governmental, Other",75,490,25,19996063,0,,0,Governmental,0,1,"(29.334499, -99.1334)",0,0,,300,109500
451331,Coon Memorial Hospital,Not in a System,TX,79022,36.051601,-102.522003,Governmental Hospital District,61,615,21,6658312,0,,0,Governmental,0,1,"(36.051601, -102.522003)",0,0,,300,109500
451332,Palacios Community Medical Center,Not in a System,TX,77465,28.717501,-96.214203,"Voluntary Nonprofit, Other",0,62,17,1932084,0,,0,Nonprofit,0,1,"(28.717501, -96.214203)",0,0,,300,109500
451333,Martin County Hospital,Not in a System,TX,79782,32.140999,-101.787003,Governmental Hospital District,25,187,18,27439533,0,,0,Governmental,0,1,"(32.140999, -101.787003)",0,0,,300,109500
451334,Parkview Hospital,Not in a System,TX,79096,35.439301,-100.271004,Governmental Hospital District,0,59,16,11036422,0,,0,Governmental,0,1,"(35.439301, -100.271004)",0,0,,300,109500
451335,Muenster Memorial Hospital,Not in a System,TX,76252,33.654099,-97.379898,Governmental Hospital District,13,42,18,1764752,0,,0,Governmental,0,1,"(33.654099, -97.379898)",0,0,,300,109500
451337,W.J. Mangold Memorial Hospital,Not in a System,TX,79241,34.1269,-101.442001,Governmental Hospital District,34,157,25,879111,0,,0,Governmental,0,1,"(34.1269, -101.442001)",0,0,,300,109500
451338,Culberson Hospital,Not in a System,TX,79855,31.049101,-104.828003,"Proprietary, Corporation",36,68,14,753090,0,,0,Proprietary,0,1,"(31.049101, -104.828003)",0,0,,300,109500
451339,Throckmorton County Memorial Hospital,Not in a System,TX,76483,33.189899,-99.177299,"Governmental, County",14,55,14,760237,535786,,70.5,Governmental,0,1,"(33.189899, -99.177299)",0,0,,300,109500
451340,Shamrock General Hospital,Not in a System,TX,79079,35.198898,-100.249001,Governmental Hospital District,13,125,25,677080,573550,,84.7,Governmental,0,1,"(35.198898, -100.249001)",0,0,,300,109500
451341,Haskell Memorial Hospital,Not in a System,TX,79521,33.157799,-99.744698,Governmental Hospital District,31,150,25,7781361,59503,,0.8,Governmental,0,1,"(33.157799, -99.744698)",0,0,,300,109500
451342,Mitchell County Hospital,Not in a System,TX,79512,32.408298,-100.875999,"Governmental, County",67,251,25,9699523,0,,0,Governmental,0,1,"(32.408298, -100.875999)",0,0,,300,109500
451343,Electra Memorial Hospital,Not in a System,TX,76360,34.018398,-98.923897,Governmental Hospital District,31,181,19,14217967,0,,0,Governmental,0,1,"(34.018398, -98.923897)",0,0,,300,109500
451344,Hansford County Hospital District,Not in a System,TX,79081,36.190399,-101.199997,Governmental Hospital District,15,59,14,8464642,0,,0,Governmental,0,1,"(36.190399, -101.199997)",0,0,,300,109500
451345,Crosbyton Clinic Hospital,Not in a System,TX,79322,33.66,-101.246002,"Voluntary Nonprofit, Other",0,9,2,1029341,0,,0,Nonprofit,0,1,"(33.66, -101.246002)",0,0,,300,109500
451346,Yoakum Community Hospital,Not in a System,TX,77995,29.306499,-97.130096,Governmental Hospital District,84,456,23,10204189,-876209,,-8.6,Governmental,0,1,"(29.306499, -97.130096)",0,0,,300,109500
451347,Coleman County Medical Center,Not in a System,TX,76834,31.8284,-99.425201,"Proprietary, Corporation",131,393,25,676832,0,,0,Proprietary,0,1,"(31.8284, -99.425201)",0,0,,300,109500
451348,Heart of Texas Memorial Hospital,Not in a System,TX,76825,31.1168,-99.3461,Governmental Hospital District,51,130,14,7826521,0,,0,Governmental,0,1,"(31.1168, -99.3461)",0,0,,300,109500
451349,Swisher Memorial Hospital,Not in a System,TX,79088,34.535599,-101.755997,"Governmental, Other",55,159,20,1602051,0,,0,Governmental,0,1,"(34.535599, -101.755997)",0,0,,300,109500
451350,Plains Memorial Hospital,Not in a System,TX,79027,34.555599,-102.316002,Governmental Hospital District,30,75,17,4244044,0,,0,Governmental,0,1,"(34.555599, -102.316002)",0,0,,300,109500
451351,Lynn County Hospital,Not in a System,TX,79373,33.1665,-101.816002,Governmental Hospital District,0,62,24,3364314,0,,0,Governmental,0,1,"(33.1665, -101.816002)",0,0,,300,109500
451352,Hardeman County Memorial Hospital,Not in a System,TX,79252,34.2966,-99.740997,Governmental Hospital District,26,126,24,714944,0,,0,Governmental,0,1,"(34.2966, -99.740997)",0,0,,300,109500
451353,Crane Memorial Hospital,Not in a System,TX,79731,31.3902,-102.348999,"Governmental, City-County",18,53,25,3695496,0,,0,Governmental,0,1,"(31.3902, -102.348999)",0,0,,300,109500
451354,Olney Hamilton Hospital,Not in a System,TX,76374,33.369099,-98.764999,Governmental Hospital District,36,214,25,7830716,0,,0,Governmental,0,1,"(33.369099, -98.764999)",0,0,,300,109500
451355,Collingsworth General Hospital,Not in a System,TX,79095,34.849098,-100.211998,"Proprietary, Corporation",33,71,13,715184,0,,0,Proprietary,0,1,"(34.849098, -100.211998)",0,0,,300,109500
451356,Memorial Medical Center,Not in a System,TX,77979,28.620701,-96.631302,"Governmental, City-County",122,688,25,6775294,0,,0,Governmental,0,1,"(28.620701, -96.631302)",0,0,,300,109500
451358,Seminole Memorial Hospital,Not in a System,TX,79360,32.722,-102.653999,Governmental Hospital District,32,402,25,56369244,0,,0,Governmental,0,1,"(32.722, -102.653999)",0,0,,300,109500
451359,Ochiltree General Hospital,Not in a System,TX,79070,36.369999,-100.800003,Governmental Hospital District,64,386,25,23304060,0,,0,Governmental,0,1,"(36.369999, -100.800003)",0,0,,300,109500
451360,St. Luke's Health - Memorial San Augustine,"CommonSpirit Health - Englewood, CO",TX,75972,31.531401,-94.103203,"Voluntary Nonprofit, Church",57,225,9,607323,0,,0,Nonprofit,109,0,"(31.531401, -94.103203)",0,0,,300,109500
451361,Sabine County Hospital,Not in a System,TX,75948,31.3339,-93.863899,"Proprietary, Corporation",59,148,25,822686,0,,0,Proprietary,0,1,"(31.3339, -93.863899)",0,0,,300,109500
451362,Clay County Memorial Hospital,Not in a System,TX,76365,33.8139,-98.198402,"Governmental, County",59,135,25,1891851,0,,0,Governmental,0,1,"(33.8139, -98.198402)",0,0,,300,109500
451363,Jackson County Hospital District,Not in a System,TX,77957,28.969601,-96.635101,Governmental Hospital District,34,162,25,12435474,0,,0,Governmental,0,1,"(28.969601, -96.635101)",0,0,,300,109500
451364,Otto Kaiser Memorial Hospital,Not in a System,TX,78119,28.849501,-97.879501,Governmental Hospital District,15,118,25,44761436,0,,0,Governmental,0,1,"(28.849501, -97.879501)",0,0,,300,109500
451365,Ascension Seton Highland Lakes,"Ascension Health - Saint Louis, MO",TX,78611,30.7332,-98.2379,"Voluntary Nonprofit, Church",81,702,25,14331678,0,,0,Nonprofit,92,0,"(30.7332, -98.2379)",0,0,,300,109500
451366,Cochran Memorial Hospital,Not in a System,TX,79346,33.719299,-102.758003,Governmental Hospital District,0,7,18,427780,0,,0,Governmental,0,1,"(33.719299, -102.758003)",0,0,,300,109500
451367,UT Health Pittsburg,"UT Health East Texas - Tyler, TX",TX,75686,33.0327,-94.961403,"Voluntary Nonprofit, Other",102,597,25,4428006,0,,0,Nonprofit,9,0,"(33.0327, -94.961403)",0,0,,300,109500
451369,Golden Plains Community Hospital,Not in a System,TX,79007,35.655102,-101.410004,"Voluntary Nonprofit, Other",51,574,25,1577340,0,,0,Nonprofit,0,1,"(35.655102, -101.410004)",0,0,,300,109500
451370,TMC Bonham Hospital,Not in a System,TX,75418,33.578201,-96.167503,"Governmental, County",39,355,21,756695,0,,0,Governmental,0,1,"(33.578201, -96.167503)",0,0,,300,109500
451371,Ascension Seton Edgar B. Davis,"Ascension Health - Saint Louis, MO",TX,78648,29.672501,-97.655098,"Voluntary Nonprofit, Church",92,610,23,3546766,0,,0,Nonprofit,92,0,"(29.672501, -97.655098)",1,0,0,300,109500
451372,Muleshoe Area Medical Center,Not in a System,TX,79347,34.221001,-102.728996,"Proprietary, Corporation",73,152,25,314295,0,,0,Proprietary,0,1,"(34.221001, -102.728996)",0,0,,300,109500
451373,Ward Memorial Hospital,Not in a System,TX,79756,31.5935,-102.884003,"Voluntary Nonprofit, Other",60,271,25,4751883,0,,0,Nonprofit,0,1,"(31.5935, -102.884003)",0,0,,300,109500
451374,Baylor Scott & White Medical Center Taylor,"Baylor Scott & White Health - Dallas, TX",TX,76574,30.5919,-97.415298,"Voluntary Nonprofit, Other",42,424,25,14505351,0,,0,Nonprofit,28,0,"(30.5919, -97.415298)",0,0,,300,109500
451375,Liberty Dayton Regional Medical Center,Not in a System,TX,77575,30.068501,-94.797897,"Proprietary, Other",20,68,25,1772607,0,,0,Proprietary,0,1,"(30.068501, -94.797897)",0,0,,300,109500
451376,Lavaca Medical Center,Not in a System,TX,77964,29.461,-96.939598,Governmental Hospital District,69,341,25,9637130,0,,0,Governmental,0,1,"(29.461, -96.939598)",0,0,,300,109500
451377,Reeves County Hospital District,Not in a System,TX,79772,31.4014,-103.513,"Governmental, County",87,623,25,63342173,0,,0,Governmental,0,1,"(31.4014, -103.513)",0,0,,300,109500
451378,Big Bend Regional Medical Center,"Quorum Health - Brentwood, TN",TX,79830,30.3836,-103.671997,"Proprietary, Corporation",99,611,25,7531052,0,,0,Proprietary,21,0,"(30.3836, -103.671997)",0,0,,300,109500
451379,Coryell Memorial Hospital,Not in a System,TX,76528,31.434799,-97.778297,"Governmental, City-County",89,771,25,49082918,0,,0,Governmental,0,1,"(31.434799, -97.778297)",0,0,,300,109500
451380,UT Health Quitman,"UT Health East Texas - Tyler, TX",TX,75783,32.797001,-95.444603,"Voluntary Nonprofit, Other",81,793,25,12136331,0,,0,Nonprofit,9,0,"(32.797001, -95.444603)",0,0,,300,109500
451381,CHRISTUS Mother Frances Hospital - Winnsboro,"CHRISTUS Health - Irving, TX",TX,75494,32.947399,-95.306801,"Voluntary Nonprofit, Church",37,387,23,9230805,0,,0,Nonprofit,28,1,"(32.947399, -95.306801)",0,0,,300,109500
451382,Comanche County Medical Center,Not in a System,TX,76442,31.9846,-98.563202,Governmental Hospital District,174,626,25,3243683,0,,0,Governmental,0,1,"(31.9846, -98.563202)",0,0,,300,109500
451384,Cogdell Memorial Hospital,Not in a System,TX,79549,32.688499,-100.917999,"Governmental, County",74,652,25,36572353,0,,0,Governmental,0,1,"(32.688499, -100.917999)",0,0,,300,109500
451385,Goodall Witcher Healthcare,Not in a System,TX,76634,31.777399,-97.5896,"Voluntary Nonprofit, Other",32,210,25,734352,0,,0,Nonprofit,0,1,"(31.777399, -97.5896)",0,0,,300,109500
451386,Moore County Hospital,Not in a System,TX,79331,35.864201,-101.971001,Governmental Hospital District,95,1773,19,12337016,0,,0,Governmental,0,1,"(35.864201, -101.971001)",0,0,,300,109500
451387,Uvalde Memorial Hospital,Not in a System,TX,78801,29.215099,-99.768898,"Governmental, Other",153,1170,21,14878015,0,,0,Governmental,0,1,"(29.215099, -99.768898)",0,0,,300,109500
451389,Pecos County Memorial Hospital,Not in a System,TX,79735,30.9069,-102.878998,"Governmental, State",23,408,25,13454264,0,,0,Governmental,0,1,"(30.9069, -102.878998)",0,0,,300,109500
451390,Dimmit Regional Hospital,Not in a System,TX,78834,28.5196,-99.863098,"Governmental, County",39,374,25,3308570,0,,0,Governmental,0,1,"(28.5196, -99.863098)",0,0,,300,109500
451391,Frio Regional Hospital,Not in a System,TX,78061,28.8962,-99.116203,"Voluntary Nonprofit, Other",46,471,24,2516887,0,,0,Nonprofit,0,1,"(28.8962, -99.116203)",0,0,,300,109500
451392,Hamilton County Hospital,Not in a System,TX,76531,31.703199,-98.113701,Governmental Hospital District,70,444,25,14401369,0,,0,Governmental,0,1,"(31.703199, -98.113701)",0,0,,300,109500
451393,Crockett Medical Center,Not in a System,TX,75835,31.3239,-95.437302,"Proprietary, Corporation",25,69,25,1125794,0,,0,Proprietary,0,1,"(31.3239, -95.437302)",0,0,,300,109500
451394,Knox County Hospital,Not in a System,TX,79529,33.414101,-99.811302,"Governmental, County",21,70,25,3989938,0,,0,Governmental,0,1,"(33.414101, -99.811302)",0,0,,300,109500
451395,Hill Regional Hospital,Not in a System,TX,76645,32.012901,-97.100098,"Proprietary, Corporation",65,778,25,1783508,0,,0,Proprietary,0,1,"(32.012901, -97.100098)",0,0,,300,109500
452016,Kindred Hospital - San Antonio,"Kindred Healthcare - Louisville, KY",TX,78229,29.522499,-98.5569,"Proprietary, Corporation",0,389,59,1040752,0,,0,Proprietary,49,0,"(29.522499, -98.5569)",13,0,0,590,215350
452018,Texas Health Specialty Hospital,"Texas Health Resources - Arlington, TX",TX,76104,32.738499,-97.3395,"Voluntary Nonprofit, Other",0,88,15,731918,0,,0,Nonprofit,15,0,"(32.738499, -97.3395)",7,0,0,300,109500
452022,Select Specialty Hospital - Dallas,"Select Medical Corporation - Mechanicsburg, PA",TX,75010,33.044899,-96.8657,"Proprietary, Corporation",22,668,86,1389081,0,,0,Proprietary,93,0,"(33.044899, -96.8657)",12,0,0,860,313900
452023,Kindred Hospital Houston Medical Center,"Kindred Healthcare - Louisville, KY",TX,77030,29.7132,-95.399498,"Proprietary, Corporation",18,735,110,2651113,0,,0,Proprietary,49,0,"(29.7132, -95.399498)",18,0,0,1100,401500
452028,Kindred Hospital - Tarrant County,"Kindred Healthcare - Louisville, KY",TX,76011,32.7505,-97.1138,"Proprietary, Corporation",29,1079,160,6031842,0,,0,Proprietary,49,0,"(32.7505, -97.1138)",8,0,0,1600,584000
452029,ContinueCARE Hospital at Hendrick Medical Center,"Community Hospital Corporation - Plano, TX",TX,79601,32.470901,-99.731201,"Voluntary Nonprofit, Other",56,293,19,170224,0,,0,Nonprofit,9,0,"(32.470901, -99.731201)",2,0,0,300,109500
452031,PAM Specialty Hospital of Lufkin,"Post Acute Medical - Camp Hill, PA",TX,75902,31.3374,-94.723602,"Voluntary Nonprofit, Church",21,348,26,401496,0,,0,Nonprofit,30,0,"(31.3374, -94.723602)",3,0,0,300,109500
452032,Cornerstone Specialty Hospitals Clear Lake,"Cornerstone Healthcare Group - Dallas, TX",TX,77598,29.5375,-95.130203,"Proprietary, Corporation",47,778,74,6031290,0,,0,Proprietary,14,0,"(29.5375, -95.130203)",7,0,0,740,270100
452034,Cornerstone Specialty Hospitals Austin,"Cornerstone Healthcare Group - Dallas, TX",TX,78756,30.3116,-97.7435,"Proprietary, Corporation",0,688,89,5650672,0,,0,Proprietary,14,0,"(30.3116, -97.7435)",12,0,0,890,324850
452035,Premier Specialty Hospital of El Paso,Not in a System,TX,79902,31.773899,-106.501999,"Proprietary, Corporation",20,230,32,420600,0,,0,Proprietary,0,1,"(31.773899, -106.501999)",11,0,0,320,116800
452038,Texas NeuroRehab Center,"Universal Health Services, Inc. - King of Prussia, PA",TX,78745,30.188499,-97.805901,"Proprietary, Corporation",22,540,47,10707649,278096,,2.6,Proprietary,153,0,"(30.188499, -97.805901)",4,0,0,470,171550
452039,Kindred Hospital Houston Northwest,"Kindred Healthcare - Louisville, KY",TX,77065,29.9251,-95.587898,"Proprietary, Corporation",45,760,158,13614910,0,,0,Proprietary,49,0,"(29.9251, -95.587898)",5,0,0,1580,576700
452041,Carrus Specialty Hospital,Not in a System,TX,75092,33.6707,-96.634598,"Proprietary, Partnership",13,422,33,1162896,0,,0,Proprietary,0,1,"(33.6707, -96.634598)",5,0,0,330,120450
452042,CHRISTUS Dubuis Hospital of Beaumont,"CHRISTUS Health - Irving, TX",TX,77702,30.0856,-94.130997,"Voluntary Nonprofit, Church",24,308,33,7468686,0,,0,Nonprofit,28,1,"(30.0856, -94.130997)",4,0,0,330,120450
452044,LifeCare Hospitals of Dallas,"LifeCare Health Partners - Plano, TX",TX,75235,32.8176,-96.848801,"Proprietary, Corporation",32,1197,206,9446223,0,,0,Proprietary,1,0,"(32.8176, -96.848801)",13,0,0,2060,751900
452046,Cornerstone Specialty Hospitals Houston Medical Center,"Cornerstone Healthcare Group - Dallas, TX",TX,77004,29.7239,-95.386497,"Proprietary, Corporation",12,336,65,395986,31501,,8,Proprietary,14,0,"(29.7239, -95.386497)",17,0,0,650,237250
452051,UT Health East Texas Specialty Hospital,"UT Health East Texas - Tyler, TX",TX,75701,32.338402,-95.291901,"Voluntary Nonprofit, Other",17,290,30,599113,0,,0,Nonprofit,9,0,"(32.338402, -95.291901)",6,0,0,300,109500
452056,PAM Specialty Hospital of Victoria South,"Post Acute Medical - Camp Hill, PA",TX,77901,28.807699,-96.998001,"Proprietary, Partnership",14,328,23,357264,0,,0,Proprietary,30,0,"(28.807699, -96.998001)",5,0,0,300,109500
452057,Nexus Specialty Hospital - The Woodlands Campus,"Nexus Health Systems - Houston, TX",TX,77380,30.1724,-95.461197,"Proprietary, Other",29,525,85,8424597,0,,0,Proprietary,2,0,"(30.1724, -95.461197)",7,0,0,850,310250
452059,PAM Specialty Hospital of San Antonio Medical Center,"Post Acute Medical - Camp Hill, PA",TX,78240,29.526199,-98.590698,"Proprietary, Corporation",29,697,62,2145926,0,,0,Proprietary,30,0,"(29.526199, -98.590698)",15,0,0,620,226300
452060,Vibra Hospital of Amarillo,"Vibra Healthcare - Mechanicsburg, PA",TX,79124,35.194599,-101.927002,"Proprietary, Corporation",25,470,72,320123,0,,0,Proprietary,24,0,"(35.194599, -101.927002)",6,0,0,720,262800
452061,PAM Specialty Hospital of Texarkana,"Post Acute Medical - Camp Hill, PA",TX,75503,33.463699,-94.071503,"Proprietary, Corporation",13,372,30,331044,0,,0,Proprietary,30,0,"(33.463699, -94.071503)",4,0,0,300,109500
452062,PAM Specialty Hospital of Luling,"Post Acute Medical - Camp Hill, PA",TX,78648,29.673599,-97.653702,"Proprietary, Partnership",44,372,29,1277050,0,,0,Proprietary,30,0,"(29.673599, -97.653702)",1,0,0,300,109500
452067,KPC Promise Hospital of Dallas,"KPC Healthcare, Inc - Santa Ana, CA",TX,75235,32.833401,-96.860901,"Proprietary, Corporation",29,163,66,-42783,0,,0,Proprietary,13,0,"(32.833401, -96.860901)",7,0,0,660,240900
452068,KPC Promise of Wichita Falls,"KPC Healthcare, Inc - Santa Ana, CA",TX,76301,33.902401,-98.499901,"Proprietary, Corporation",64,301,31,-38780,0,,0,Proprietary,13,0,"(33.902401, -98.499901)",4,0,0,310,113150
452073,Kindred Hospital - San Antonio Central,"Kindred Healthcare - Louisville, KY",TX,78205,29.433201,-98.492302,"Proprietary, Corporation",18,411,44,564324,0,,0,Proprietary,49,0,"(29.433201, -98.492302)",3,0,0,440,160600
452075,Kindred Hospital  Clear Lake,"Kindred Healthcare - Louisville, KY",TX,77598,29.542999,-95.1269,"Proprietary, Corporation",19,775,110,2029387,0,,0,Proprietary,49,0,"(29.542999, -95.1269)",7,0,0,1100,401500
452079,Kindred Hospital  El Paso,"Kindred Healthcare - Louisville, KY",TX,79902,31.779499,-106.476997,"Proprietary, Corporation",0,504,72,828091,0,,0,Proprietary,49,0,"(31.779499, -106.476997)",11,0,0,720,262800
452080,Kindred Hospital  Sugar Land,"Kindred Healthcare - Louisville, KY",TX,77479,29.599899,-95.6371,"Proprietary, Corporation",0,761,80,1968782,0,,0,Proprietary,49,0,"(29.599899, -95.6371)",8,0,0,800,292000
452083,Mid-Jefferson Extended Care Hospital,Not in a System,TX,77627,29.954901,-93.985901,"Proprietary, Corporation",67,925,78,1044954,0,,0,Proprietary,0,1,"(29.954901, -93.985901)",1,0,0,780,284700
452086,PAM Specialty Hospital of Corpus Christi North,"Post Acute Medical - Camp Hill, PA",TX,78404,27.7775,-97.394997,"Proprietary, Corporation",0,498,41,314865,0,,0,Proprietary,30,0,"(27.7775, -97.394997)",4,0,0,410,149650
452087,Select Specialty Hospital - Longview,"Select Medical Corporation - Mechanicsburg, PA",TX,75601,32.501499,-94.731499,"Proprietary, Corporation",0,365,32,570741,0,,0,Proprietary,93,0,"(32.501499, -94.731499)",4,0,0,320,116800
452090,PAM Specialty Hospital of San Antonio,"Post Acute Medical - Camp Hill, PA",TX,78224,29.591299,-98.591499,"Proprietary, Partnership",0,365,26,839842,0,,0,Proprietary,30,0,"(29.591299, -98.591499)",5,0,0,300,109500
452091,Tyler ContinueCARE Hospital at Mother Frances Hospital,"Community Hospital Corporation - Plano, TX",TX,75701,32.342098,-95.292,"Voluntary Nonprofit, Other",13,552,51,757820,0,,0,Nonprofit,9,0,"(32.342098, -95.292)",6,0,0,510,186150
452094,PAM Specialty Hospital of Victoria North,"Post Acute Medical - Camp Hill, PA",TX,77904,28.8545,-97.021202,"Proprietary, Partnership",65,555,37,1604966,0,,0,Proprietary,30,0,"(28.8545, -97.021202)",5,0,0,370,135050
452095,Solara Specialty Hospitals McAllen,"Cornerstone Healthcare Group - Dallas, TX",TX,78503,26.1882,-98.2258,"Proprietary, Other",38,649,54,844008,0,,0,Proprietary,14,0,"(26.1882, -98.2258)",2,0,0,540,197100
452096,Laredo Specialty Hospital,"Ernest Health, Inc. - Albuquerque, NM",TX,78041,27.534,-99.472801,"Proprietary, Corporation",44,387,40,1183812,0,,0,Proprietary,27,0,"(27.534, -99.472801)",2,0,0,400,146000
452097,Vibra Specialty Hospital of DeSoto,"Vibra Healthcare - Mechanicsburg, PA",TX,75115,32.646198,-96.884201,"Proprietary, Corporation",0,572,60,634069,0,,0,Proprietary,24,0,"(32.646198, -96.884201)",4,0,0,600,219000
